round,region_bl,stud_sex_bl,school_name_bl,treatment,stud_level_baseline,stud_level_endline,innumeracy_bl,innumeracy_el,numeracy_bl,numeracy_el,learned_new_operation,level_diff,facilitator_id_bl
R7,South East,Male,Oodi,Phone Call and SMS,Multiplication,,Can at least add,,Cannot divide,,,,CM222722067
R7,Kgatleng,Male,Kgabosereto,Phone Call and SMS,Addition,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 3 levels,CM222722067
R7,North East,Male,Mapoka,Phone Call Only,Addition,,Can at least add,,Cannot divide,,,,CM222722067
R7,North East,Male,Moroka,Phone Call Only,Addition,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 3 levels,CM222722067
R7,South East,Male,Moroka,Phone Call Only,Beginner,,Cannot add,,Cannot divide,,,,CM222722067
R7,North East,,Mapoka,Phone Call Only,Beginner,,Cannot add,,Cannot divide,,,,CM222722067
R7,South East,,Ben Thema,Phone Call and SMS,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,CM1810002
R7,South East,Male,Tshiamo,Phone Call and SMS,Beginner,Division,Cannot add,Can at least add,Cannot divide,Can divide,Yes,Progressed 4 levels,CM222722067
R7,South East,,Ben Thema,Phone Call and SMS,Addition,Addition,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,CM222722067
R7,North East,Male,Kasane,Phone Call Only,Beginner,,Cannot add,,Cannot divide,,,,CM222722067
R7,North East,,Masingwaneng,Phone Call Only,Addition,Beginner,Can at least add,Cannot add,Cannot divide,Cannot divide,No,Regressed,CM1910081
R7,Other,,Kgosikgosi,Phone Call and SMS,Beginner,,Cannot add,,Cannot divide,,,,CM222722067
R7,North East,Male,Sechele,Phone Call Only,Addition,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,CM222722067
R7,Kgatleng,Male,Kgabosetso,Phone Call and SMS,Division,Division,Can at least add,Can at least add,Can divide,Can divide,No,No Progress,CM221142657
R7,North East,,Mapoka,Phone Call and SMS,Addition,,Can at least add,,Cannot divide,,,,CM221142657
R7,Kgatleng,Male,Mmusi,Phone Call Only,Division,,Can at least add,,Can divide,,,,CM221142657
R7,North East,Male,Jackalas No.1,Phone Call and SMS,Division,Multiplication,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,CM221142657
R7,North East,Male,Jackalas No.1,Phone Call Only,Division,Multiplication,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,CM221142657
R7,Kgatleng,Male,Oodi,Phone Call Only,Division,,Can at least add,,Can divide,,,,CM221142657
R7,South East,,Diphetogo,Phone Call and SMS,Division,Division,Can at least add,Can at least add,Can divide,Can divide,No,No Progress,CM221142657
R7,North East,,Mapoka,Phone Call and SMS,.u,Division,Can at least add,Can at least add,Cannot divide,Can divide,No,,CM221142657
R6,South East,Female,,Caregiver Choice,Multiplication,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,No,Regressed,
R6,South East,Male,,Phone Call and SMS,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,
R6,Kgatleng,Female,,Caregiver Choice,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,
R6,Kgatleng,Male,,Caregiver Choice,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,
R6,South East,Female,,Caregiver Choice,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,
R6,South East,Female,,Caregiver Choice,Division,Multiplication,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,
R6,South East,Female,,Phone Call and SMS,Subtraction,,Can at least add,,Cannot divide,,,,
R6,South East,Male,,Phone Call and SMS,Subtraction,,Can at least add,,Cannot divide,,,,
R6,Kgatleng,Female,,Caregiver Choice,Addition,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 3 levels,
R6,Kgatleng,Male,,Phone Call and SMS,Addition,,Can at least add,,Cannot divide,,,,
R6,South East,Female,,Caregiver Choice,Multiplication,,Can at least add,,Cannot divide,,,,
R6,Other,Male,,Caregiver Choice,Addition,,Can at least add,,Cannot divide,,,,
R6,South East,Male,,Phone Call and SMS,Subtraction,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,
R6,Kgatleng,Female,,Phone Call and SMS,Addition,,Can at least add,,Cannot divide,,,,
R6,South East,Female,,Caregiver Choice,Multiplication,,Can at least add,,Cannot divide,,,,
R6,South East,Male,,Phone Call and SMS,Multiplication,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,No,Regressed,
R6,Kgatleng,Male,,Caregiver Choice,Subtraction,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,
R6,North East,Female,,Phone Call and SMS,Addition,,Can at least add,,Cannot divide,,,,
R6,Kgatleng,Female,,Caregiver Choice,Addition,,Can at least add,,Cannot divide,,,,
R6,South East,Male,,Phone Call and SMS,Subtraction,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,
R6,South East,Female,,Caregiver Choice,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,
R6,South East,Male,,Phone Call and SMS,Multiplication,Addition,Can at least add,Can at least add,Cannot divide,Cannot divide,No,Regressed,
R6,South East,Female,,Phone Call and SMS,Subtraction,Beginner,Can at least add,Cannot add,Cannot divide,Cannot divide,No,Regressed,
R6,Kgatleng,Female,,Caregiver Choice,Subtraction,,Can at least add,,Cannot divide,,,,
R6,Kgatleng,Male,,Caregiver Choice,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,
R6,South East,Male,,Phone Call and SMS,Addition,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,
R6,South East,Female,,Phone Call and SMS,Multiplication,,Can at least add,,Cannot divide,,,,
R6,Kgatleng,Male,,Caregiver Choice,Subtraction,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,
R6,South East,Female,,Phone Call and SMS,Addition,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 3 levels,
R6,Kgatleng,Female,,Caregiver Choice,Addition,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 3 levels,
R6,South East,Female,,Caregiver Choice,Addition,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 3 levels,
R6,South East,Female,,Caregiver Choice,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,
R6,South East,Male,,Phone Call and SMS,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,
R6,South East,Female,,Phone Call and SMS,Multiplication,,Can at least add,,Cannot divide,,,,
R6,South East,Male,,Caregiver Choice,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,
R6,Kgatleng,Male,,Phone Call and SMS,Multiplication,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,No,Regressed,
R6,Kgatleng,Male,,Caregiver Choice,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,
R6,South East,Male,,Caregiver Choice,Multiplication,,Can at least add,,Cannot divide,,,,
R6,Kgatleng,Female,,Caregiver Choice,Beginner,,Cannot add,,Cannot divide,,,,
R6,South East,Female,,Caregiver Choice,Subtraction,,Can at least add,,Cannot divide,,,,
R6,Kgatleng,Male,,Phone Call and SMS,Subtraction,,Can at least add,,Cannot divide,,,,
R6,South East,Male,,Phone Call and SMS,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,
R6,South East,Female,,Caregiver Choice,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,
R6,Kgatleng,Female,,Phone Call and SMS,Addition,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 3 levels,
R6,South East,Female,,Caregiver Choice,Subtraction,,Can at least add,,Cannot divide,,,,
R6,Kgatleng,Female,,Caregiver Choice,Subtraction,Addition,Can at least add,Can at least add,Cannot divide,Cannot divide,No,Regressed,
R6,South East,Female,,Phone Call and SMS,Subtraction,,Can at least add,,Cannot divide,,,,
R6,North East,Female,,Caregiver Choice,Beginner,,Cannot add,,Cannot divide,,,,
R6,South East,Male,,Phone Call and SMS,Multiplication,,Can at least add,,Cannot divide,,,,
R6,Kgatleng,Female,,Caregiver Choice,Addition,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,
R6,South East,Female,,Phone Call and SMS,Subtraction,,Can at least add,,Cannot divide,,,,
R6,Kgatleng,Female,,Caregiver Choice,Subtraction,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,
R6,Kgatleng,Female,,Phone Call and SMS,Subtraction,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,
R6,South East,Female,,Caregiver Choice,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,
R6,Kgatleng,Male,,Phone Call and SMS,Addition,,Can at least add,,Cannot divide,,,,
R6,South East,Male,,Phone Call and SMS,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,
R6,South East,Female,,Caregiver Choice,Subtraction,,Can at least add,,Cannot divide,,,,
R6,South East,Female,,Caregiver Choice,Multiplication,Beginner,Can at least add,Cannot add,Cannot divide,Cannot divide,No,Regressed,
R6,South East,Male,,Phone Call and SMS,Multiplication,Beginner,Can at least add,Cannot add,Cannot divide,Cannot divide,No,Regressed,
R6,South East,Male,,Caregiver Choice,Subtraction,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,
R6,South East,Male,,Caregiver Choice,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,
R6,Kgatleng,Female,,Caregiver Choice,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,
R6,South East,Female,,Phone Call and SMS,Multiplication,,Can at least add,,Cannot divide,,,,
R6,North East,Male,,Phone Call and SMS,Subtraction,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,
R6,South East,Female,,Caregiver Choice,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,
R6,South East,Female,,Phone Call and SMS,Addition,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,
R6,South East,Male,,Caregiver Choice,Addition,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 3 levels,
R6,Kgatleng,Male,,Phone Call and SMS,Division,Division,Can at least add,Can at least add,Can divide,Can divide,No,No Progress,
R6,Kgatleng,Female,,Caregiver Choice,Division,Division,Can at least add,Can at least add,Can divide,Can divide,No,No Progress,
R6,Kgatleng,Female,,Phone Call and SMS,Division,,Can at least add,,Can divide,,,,
R6,South East,Male,,Caregiver Choice,Division,Division,Can at least add,Can at least add,Can divide,Can divide,No,No Progress,
R6,Other,Female,,Caregiver Choice,Multiplication,Addition,Can at least add,Can at least add,Cannot divide,Cannot divide,No,Regressed,
R6,Kgatleng,Female,,Caregiver Choice,Addition,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 3 levels,
R6,South East,Male,,Caregiver Choice,Subtraction,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,
R6,Kgatleng,Female,,Caregiver Choice,Subtraction,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,
R6,South East,Female,,Phone Call and SMS,Multiplication,,Can at least add,,Cannot divide,,,,
R6,Kgatleng,Male,,Caregiver Choice,Addition,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,
R6,Kgatleng,Male,,Phone Call and SMS,Multiplication,,Can at least add,,Cannot divide,,,,
R6,Kgatleng,Female,,Caregiver Choice,Multiplication,,Can at least add,,Cannot divide,,,,
R6,South East,Male,,Phone Call and SMS,Addition,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,
R6,Other,Female,,Caregiver Choice,Addition,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,
R6,Kgatleng,Male,,Caregiver Choice,Addition,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 3 levels,
R6,South East,Female,,Phone Call and SMS,Addition,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,
R6,Kgatleng,Female,,Phone Call and SMS,Multiplication,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 1 level,
R6,South East,Female,,Phone Call and SMS,Division,Subtraction,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,
R6,South East,Female,,Phone Call and SMS,Addition,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,
R6,South East,Female,,Caregiver Choice,Multiplication,,Can at least add,,Cannot divide,,,,
R6,South East,Male,,Phone Call and SMS,Subtraction,,Can at least add,,Cannot divide,,,,
R6,South East,Male,,Caregiver Choice,Subtraction,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,
R6,South East,Female,,Phone Call and SMS,Addition,Beginner,Can at least add,Cannot add,Cannot divide,Cannot divide,No,Regressed,
R6,South East,Male,,Caregiver Choice,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,
R6,South East,Male,,Caregiver Choice,Beginner,,Cannot add,,Cannot divide,,,,
R6,South East,Female,,Phone Call and SMS,Multiplication,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,No,Regressed,
R6,South East,Male,,Caregiver Choice,Subtraction,Addition,Can at least add,Can at least add,Cannot divide,Cannot divide,No,Regressed,
R6,South East,Male,,Caregiver Choice,Addition,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,
R6,South East,Female,,Phone Call and SMS,Addition,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 3 levels,
R6,Kgatleng,Male,,Caregiver Choice,Subtraction,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,
R6,Kgatleng,Female,,Caregiver Choice,Addition,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,
R6,South East,Male,,Caregiver Choice,Addition,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,
R6,South East,Male,,Caregiver Choice,Subtraction,,Can at least add,,Cannot divide,,,,
R6,South East,Female,,Caregiver Choice,Addition,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,
R6,South East,Male,,Caregiver Choice,Multiplication,,Can at least add,,Cannot divide,,,,
R6,South East,Female,,Caregiver Choice,Subtraction,,Can at least add,,Cannot divide,,,,
R6,North East,Female,,Phone Call and SMS,Division,,Can at least add,,Can divide,,,,
R6,Kgatleng,Male,,Caregiver Choice,Multiplication,,Can at least add,,Cannot divide,,,,
R6,South East,Male,,Caregiver Choice,Addition,,Can at least add,,Cannot divide,,,,
R6,South East,Female,,Phone Call and SMS,Addition,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 2 levels,
R6,Kgatleng,Female,,Caregiver Choice,Subtraction,,Can at least add,,Cannot divide,,,,
R6,South East,Female,,Caregiver Choice,Subtraction,Addition,Can at least add,Can at least add,Cannot divide,Cannot divide,No,Regressed,
R6,South East,Female,,Caregiver Choice,Beginner,Multiplication,Cannot add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 3 levels,
R6,South East,Female,,Phone Call and SMS,Multiplication,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,
R6,North East,Female,,Phone Call and SMS,Subtraction,Multiplication,Can at least add,Can at least add,Cannot divide,Cannot divide,Yes,Progressed 1 level,
R6,Kgatleng,Male,,Caregiver Choice,Division,Multiplication,Can at least add,Can at least add,Can divide,Cannot divide,No,Regressed,
R6,Kgatleng,Female,,Caregiver Choice,Subtraction,Subtraction,Can at least add,Can at least add,Cannot divide,Cannot divide,No,No Progress,
R6,South East,Female,,Caregiver Choice,Subtraction,Division,Can at least add,Can at least add,Cannot divide,Can divide,Yes,Progressed 2 levels,
R6,South East,Male,,Caregiver Choice,Addition,,Can at least add,,Cannot divide,,,,
